PAIMS_ADDRESS.CIVIC_ADDRESS,PAIMS_ADDRESS.CITY,Data Conversion.CIVIC_ADDRESS,Data Conversion.CITY,ErrorCode,ErrorColumn
2050-hidden,Crescent Valley,2050-hidden,Crescent Valley,-1071607778,0
2051-hidden,Revelstoke,2051-hidden,Revelstoke,-1071607778,0
2056-hidden,Nanaimo,2056-hidden,Nanaimo,-1071607778,0
2057-hidden,Trail,2057-hidden,Trail,-1071607778,0
2058-hidden,Trail,2058-hidden,Trail,-1071607778,0
2059-hidden,Trail,2059-hidden,Trail,-1071607778,0
2060-hidden,Trail,2060-hidden,Trail,-1071607778,0
2061-hidden,Nelson,2061-hidden,Nelson,-1071607778,0
2062-hidden,Rossland,2062-hidden,Rossland,-1071607778,0
2063-hidden,Rossland,2063-hidden,Rossland,-1071607778,0
2064-hidden,Rossland,2064-hidden,Rossland,-1071607778,0
2065-hidden,Moyie,2065-hidden,Moyie,-1071607778,0
2066-hidden,Fort Steele,2066-hidden,Fort Steele,-1071607778,0
2067-hidden,Trail,2067-hidden,Trail,-1071607778,0
2068-hidden,Trail,2068-hidden,Trail,-1071607778,0
2069-hidden,Port McNeill,2069-hidden,Port McNeill,-1071607778,0
2070-hidden,Golden,2070-hidden,Golden,-1071607778,0
2071-hidden,Three Valley Gap,2071-hidden,Three Valley Gap,-1071607778,0
2563-hidden,VICTORIA,2563-hidden,VICTORIA,-1071607778,0
2564-hidden,VICTORIA,2564-hidden,VICTORIA,-1071607778,0
1516-hidden,Mission,1516-hidden,Mission,-1071607778,0
1526-hidden,Mission,1526-hidden,Mission,-1071607778,0
1527-hidden,Bradner,1527-hidden,Bradner,-1071607778,0
1536-hidden,Abbotsford,1536-hidden,Abbotsford,-1071607778,0
1546-hidden,Saanichton,1546-hidden,Saanichton,-1071607778,0
1556-hidden,Victoria,1556-hidden,Victoria,-1071607778,0
1557-hidden,Abbotsford,1557-hidden,Abbotsford,-1071607778,0
1427-hidden,Chilliwack,1427-hidden,Chilliwack,-1071607778,0
1566-hidden,Sparwood,1566-hidden,Sparwood,-1071607778,0
1578-hidden,Burnaby,1578-hidden,Burnaby,-1071607778,0
1577-hidden,Burnaby,1577-hidden,Burnaby,-1071607778,0
1586-hidden,Langley,1586-hidden,Langley,-1071607778,0
1598-hidden,Surrey,1598-hidden,Surrey,-1071607778,0
1600-hidden,Surrey,1600-hidden,Surrey,-1071607778,0
1601-hidden,Surrey,1601-hidden,Surrey,-1071607778,0
1602-hidden,Surrey,1602-hidden,Surrey,-1071607778,0
1604-hidden,Surrey,1604-hidden,Surrey,-1071607778,0
2277-hidden,,2277-hidden,,-1071607778,0
2278-hidden,,2278-hidden,,-1071607778,0
2279-hidden,,2279-hidden,,-1071607778,0
2286-hidden,Nanaimo,2286-hidden,Nanaimo,-1071607778,0
138-hidden,Richmond/Delta,138-hidden,Richmond/Delta,-1071607778,0
165-hidden,Pitt Meadows,165-hidden,Pitt Meadows,-1071607778,0
166-hidden,Kamloops,166-hidden,Kamloops,-1071607778,0
167-hidden,Surrey/New West,167-hidden,Surrey/New West,-1071607778,0
168-hidden,Peachland,168-hidden,Peachland,-1071607778,0
169-hidden,Richmond,169-hidden,Richmond,-1071607778,0
170-hidden,Fintry,170-hidden,Fintry,-1071607778,0
171-hidden,Hat Creek,171-hidden,Hat Creek,-1071607778,0
172-hidden,Monte Creek,172-hidden,Monte Creek,-1071607778,0
173-hidden,Monte Creek,173-hidden,Monte Creek,-1071607778,0
174-hidden,Richmond,174-hidden,Richmond,-1071607778,0
175-hidden,Richmond,175-hidden,Richmond,-1071607778,0
176-hidden,Richmond,176-hidden,Richmond,-1071607778,0
177-hidden,Kamloops,177-hidden,Kamloops,-1071607778,0
178-hidden,Spences Bridge,178-hidden,Spences Bridge,-1071607778,0
179-hidden,Burnaby,179-hidden,Burnaby,-1071607778,0
2715-hidden,Victoria,2715-hidden,Victoria,-1071607778,0
2716-hidden,Victoria,2716-hidden,Victoria,-1071607778,0
2717-hidden,Arrow Park,2717-hidden,Arrow Park,-1071607778,0
2718-hidden,Nanaimo,2718-hidden,Nanaimo,-1071607778,0
2719-hidden,Nanaimo,2719-hidden,Nanaimo,-1071607778,0
2720-hidden,Athalmer,2720-hidden,Athalmer,-1071607778,0
2721-hidden,Athalmer,2721-hidden,Athalmer,-1071607778,0
2722-hidden,Athalmer,2722-hidden,Athalmer,-1071607778,0
2723-hidden,VICTORIA,2723-hidden,VICTORIA,-1071607778,0
2724-hidden,VICTORIA,2724-hidden,VICTORIA,-1071607778,0
2725-hidden,VICTORIA,2725-hidden,VICTORIA,-1071607778,0
2726-hidden,VICTORIA,2726-hidden,VICTORIA,-1071607778,0
2727-hidden,VICTORIA,2727-hidden,VICTORIA,-1071607778,0
2728-hidden,VICTORIA,2728-hidden,VICTORIA,-1071607778,0
2729-hidden,VICTORIA,2729-hidden,VICTORIA,-1071607778,0
2730-hidden,VICTORIA,2730-hidden,VICTORIA,-1071607778,0
2731-hidden,VICTORIA,2731-hidden,VICTORIA,-1071607778,0
2736-hidden,Trail,2736-hidden,Trail,-1071607778,0
2737-hidden,Trail,2737-hidden,Trail,-1071607778,0
2738-hidden,Nakusp,2738-hidden,Nakusp,-1071607778,0
2742-hidden,Nelson,2742-hidden,Nelson,-1071607778,0
2739-hidden,Nakusp,2739-hidden,Nakusp,-1071607778,0
2740-hidden,Nakusp,2740-hidden,Nakusp,-1071607778,0
2741-hidden,Nakusp,2741-hidden,Nakusp,-1071607778,0
254-hidden,Kamloops,254-hidden,Kamloops,-1071607778,0
2565-hidden,Saanichton,2565-hidden,Saanichton,-1071607778,0
2566-hidden,Trail,2566-hidden,Trail,-1071607778,0
2567-hidden,Kaslo,2567-hidden,Kaslo,-1071607778,0
2568-hidden,Kaslo,2568-hidden,Kaslo,-1071607778,0
2569-hidden,Kaslo,2569-hidden,Kaslo,-1071607778,0
2570-hidden,Kaslo,2570-hidden,Kaslo,-1071607778,0
2571-hidden,Kaslo,2571-hidden,Kaslo,-1071607778,0
2572-hidden,Kaslo,2572-hidden,Kaslo,-1071607778,0
2573-hidden,Kaslo,2573-hidden,Kaslo,-1071607778,0
2574-hidden,,2574-hidden,,-1071607778,0
2575-hidden,Sayward,2575-hidden,Sayward,-1071607778,0
2576-hidden,Kaslo,2576-hidden,Kaslo,-1071607778,0
2577-hidden,Kaslo,2577-hidden,Kaslo,-1071607778,0
2578-hidden,Kaslo,2578-hidden,Kaslo,-1071607778,0
2579-hidden,Kaslo,2579-hidden,Kaslo,-1071607778,0
2580-hidden,Kaslo,2580-hidden,Kaslo,-1071607778,0
2581-hidden,Kaslo,2581-hidden,Kaslo,-1071607778,0
2582-hidden,Kaslo,2582-hidden,Kaslo,-1071607778,0
2586-hidden,Kaslo,2586-hidden,Kaslo,-1071607778,0
2587-hidden,Kaslo,2587-hidden,Kaslo,-1071607778,0
2588-hidden,Kaslo,2588-hidden,Kaslo,-1071607778,0
2589-hidden,Kaslo,2589-hidden,Kaslo,-1071607778,0
2590-hidden,Kaslo,2590-hidden,Kaslo,-1071607778,0
2591-hidden,Victoria,2591-hidden,Victoria,-1071607778,0
2592-hidden,Victoria,2592-hidden,Victoria,-1071607778,0
2593-hidden,Saanichton,2593-hidden,Saanichton,-1071607778,0
2594-hidden,Campbell River,2594-hidden,Campbell River,-1071607778,0
2595-hidden,Campbell River,2595-hidden,Campbell River,-1071607778,0
2596-hidden,Campbell River,2596-hidden,Campbell River,-1071607778,0
352-hidden,Mission,352-hidden,Mission,-1071607778,0
354-hidden,Mission,354-hidden,Mission,-1071607778,0
2287-hidden,Port Alberni,2287-hidden,Port Alberni,-1071607778,0
2288-hidden,Bamberton,2288-hidden,Bamberton,-1071607778,0
2289-hidden,Port Alberni,2289-hidden,Port Alberni,-1071607778,0
2290-hidden,Port Alberni,2290-hidden,Port Alberni,-1071607778,0
2291-hidden,Port Alberni,2291-hidden,Port Alberni,-1071607778,0
2296-hidden,Victoria,2296-hidden,Victoria,-1071607778,0
2297-hidden,PORT ALBERNI,2297-hidden,PORT ALBERNI,-1071607778,0
2298-hidden,PORT ALBERNI,2298-hidden,PORT ALBERNI,-1071607778,0
2299-hidden,PORT ALBERNI,2299-hidden,PORT ALBERNI,-1071607778,0
2300-hidden,PORT ALBERNI,2300-hidden,PORT ALBERNI,-1071607778,0
2301-hidden,PORT ALBERNI,2301-hidden,PORT ALBERNI,-1071607778,0
2302-hidden,PORT ALBERNI,2302-hidden,PORT ALBERNI,-1071607778,0
2303-hidden,PORT ALBERNI,2303-hidden,PORT ALBERNI,-1071607778,0
2304-hidden,PORT ALBERNI,2304-hidden,PORT ALBERNI,-1071607778,0
2305-hidden,PORT ALBERNI,2305-hidden,PORT ALBERNI,-1071607778,0
2306-hidden,PORT ALBERNI,2306-hidden,PORT ALBERNI,-1071607778,0
2316-hidden,PORT ALBERNI,2316-hidden,PORT ALBERNI,-1071607778,0
2317-hidden,PORT ALBERNI,2317-hidden,PORT ALBERNI,-1071607778,0
90-hidden,Cobble Hill,90-hidden,Cobble Hill,-1071607778,0
91-hidden,Duncan,91-hidden,Duncan,-1071607778,0
92-hidden,Black Creek,92-hidden,Black Creek,-1071607778,0
101-hidden,Nanaimo,101-hidden,Nanaimo,-1071607778,0
102-hidden,Victoria,102-hidden,Victoria,-1071607778,0
735-hidden,Salmon Arm,735-hidden,Salmon Arm,-1071607778,0
736-hidden,Sicamous,736-hidden,Sicamous,-1071607778,0
737-hidden,Calgary,737-hidden,Calgary,-1071607778,0
741-hidden,Westbank,741-hidden,Westbank,-1071607778,0
742-hidden,VICTORIA,742-hidden,VICTORIA,-1071607778,0
743-hidden,VICTORIA,743-hidden,VICTORIA,-1071607778,0
744-hidden,VICTORIA,744-hidden,VICTORIA,-1071607778,0
745-hidden,VICTORIA,745-hidden,VICTORIA,-1071607778,0
746-hidden,VICTORIA,746-hidden,VICTORIA,-1071607778,0
747-hidden,VICTORIA,747-hidden,VICTORIA,-1071607778,0
748-hidden,VICTORIA,748-hidden,VICTORIA,-1071607778,0
751-hidden,Fernie,751-hidden,Fernie,-1071607778,0
752-hidden,Fernie,752-hidden,Fernie,-1071607778,0
761-hidden,NANAIMO,761-hidden,NANAIMO,-1071607778,0
772-hidden,Kamloops,772-hidden,Kamloops,-1071607778,0
781-hidden,Coquitlam,781-hidden,Coquitlam,-1071607778,0
782-hidden,Coquitlam,782-hidden,Coquitlam,-1071607778,0
791-hidden,Nakusp,791-hidden,Nakusp,-1071607778,0
792-hidden,Midway,792-hidden,Midway,-1071607778,0
793-hidden,Midway,793-hidden,Midway,-1071607778,0
794-hidden,Crescent Valley,794-hidden,Crescent Valley,-1071607778,0
795-hidden,Crescent Valley,795-hidden,Crescent Valley,-1071607778,0
796-hidden,Castlegar,796-hidden,Castlegar,-1071607778,0
255-hidden,Douglas Lake,255-hidden,Douglas Lake,-1071607778,0
256-hidden,Heffley Creek,256-hidden,Heffley Creek,-1071607778,0
257-hidden,Stump L:ake,257-hidden,Stump L:ake,-1071607778,0
258-hidden,Cedar,258-hidden,Cedar,-1071607778,0
259-hidden,Cedar,259-hidden,Cedar,-1071607778,0
260-hidden,Salt Spring Island,260-hidden,Salt Spring Island,-1071607778,0
261-hidden,Port Alberni,261-hidden,Port Alberni,-1071607778,0
262-hidden,Port Alberni,262-hidden,Port Alberni,-1071607778,0
263-hidden,Shawnigan Lake,263-hidden,Shawnigan Lake,-1071607778,0
271-hidden,Lumby,271-hidden,Lumby,-1071607778,0
272-hidden,North Bend,272-hidden,North Bend,-1071607778,0
273-hidden,Yale,273-hidden,Yale,-1071607778,0
274-hidden,Yale,274-hidden,Yale,-1071607778,0
275-hidden,Yale,275-hidden,Yale,-1071607778,0
276-hidden,North Bend,276-hidden,North Bend,-1071607778,0
277-hidden,North Bend,277-hidden,North Bend,-1071607778,0
278-hidden,North Bend,278-hidden,North Bend,-1071607778,0
279-hidden,Yale,279-hidden,Yale,-1071607778,0
280-hidden,Lumby,280-hidden,Lumby,-1071607778,0
4785-hidden,Rock Creek,4785-hidden,Rock Creek,-1071607778,0
4786-hidden,Revelstoke,4786-hidden,Revelstoke,-1071607778,0
4787-hidden,Revelstoke,4787-hidden,Revelstoke,-1071607778,0
4788-hidden,Nanosoe Bay,4788-hidden,Nanosoe Bay,-1071607778,0
4789-hidden,Nanosoe Bay,4789-hidden,Nanosoe Bay,-1071607778,0
4790-hidden,Princeton,4790-hidden,Princeton,-1071607778,0
4791-hidden,Princeton,4791-hidden,Princeton,-1071607778,0
4792-hidden,Princeton,4792-hidden,Princeton,-1071607778,0
4793-hidden,Victoria,4793-hidden,Victoria,-1071607778,0
4794-hidden,Victoria,4794-hidden,Victoria,-1071607778,0
4795-hidden,Cowichan,4795-hidden,Cowichan,-1071607778,0
4796-hidden,Cowichan,4796-hidden,Cowichan,-1071607778,0
4797-hidden,Princeton,4797-hidden,Princeton,-1071607778,0
4798-hidden,Cowichan,4798-hidden,Cowichan,-1071607778,0
4799-hidden,Cowichan,4799-hidden,Cowichan,-1071607778,0
4800-hidden,Princeton,4800-hidden,Princeton,-1071607778,0
4801-hidden,Cowichan,4801-hidden,Cowichan,-1071607778,0
4802-hidden,Cowichan,4802-hidden,Cowichan,-1071607778,0
4803-hidden,Cowichan,4803-hidden,Cowichan,-1071607778,0
4804-hidden,Cowichan,4804-hidden,Cowichan,-1071607778,0
4805-hidden,Cowichan,4805-hidden,Cowichan,-1071607778,0
4806-hidden,Cowichan,4806-hidden,Cowichan,-1071607778,0
3199-hidden,Victoria,3199-hidden,Victoria,-1071607778,0
3200-hidden,Saanichton,3200-hidden,Saanichton,-1071607778,0
3201-hidden,Saanichton,3201-hidden,Saanichton,-1071607778,0
4688-hidden,Duncan,4688-hidden,Duncan,-1071607778,0
4689-hidden,Duncan,4689-hidden,Duncan,-1071607778,0
4690-hidden,Duncan,4690-hidden,Duncan,-1071607778,0
4691-hidden,Duncan,4691-hidden,Duncan,-1071607778,0
4692-hidden,Tugwell Creek,4692-hidden,Tugwell Creek,-1071607778,0
4696-hidden,Courtenay,4696-hidden,Courtenay,-1071607778,0
4697-hidden,Courtenay,4697-hidden,Courtenay,-1071607778,0
4698-hidden,Buckley Bay,4698-hidden,Buckley Bay,-1071607778,0
4699-hidden,South Salt Spring Is,4699-hidden,South Salt Spring Is,-1071607778,0
4700-hidden,South Salt Spring Is,4700-hidden,South Salt Spring Is,-1071607778,0
4701-hidden,Duncan,4701-hidden,Duncan,-1071607778,0
4702-hidden,Duncan,4702-hidden,Duncan,-1071607778,0
4706-hidden,Kelowna,4706-hidden,Kelowna,-1071607778,0
4707-hidden,McMurphy,4707-hidden,McMurphy,-1071607778,0
4708-hidden,Avola,4708-hidden,Avola,-1071607778,0
4709-hidden,Courtenay,4709-hidden,Courtenay,-1071607778,0
4710-hidden,Courtenay,4710-hidden,Courtenay,-1071607778,0
4711-hidden,New Westminster,4711-hidden,New Westminster,-1071607778,0
4712-hidden,Victoria,4712-hidden,Victoria,-1071607778,0
4713-hidden,Mara,4713-hidden,Mara,-1071607778,0
4714-hidden,Mara,4714-hidden,Mara,-1071607778,0
4715-hidden,Abbotsford,4715-hidden,Abbotsford,-1071607778,0
4716-hidden,Richmond,4716-hidden,Richmond,-1071607778,0
3303-hidden,Nanaimo,3303-hidden,Nanaimo,-1071607778,0
3304-hidden,Ladysmith,3304-hidden,Ladysmith,-1071607778,0
3305-hidden,Ladysmith,3305-hidden,Ladysmith,-1071607778,0
3306-hidden,Victoria,3306-hidden,Victoria,-1071607778,0
3316-hidden,Athalmer,3316-hidden,Athalmer,-1071607778,0
3317-hidden,Athalmer,3317-hidden,Athalmer,-1071607778,0
2906-hidden,Thetis Island,2906-hidden,Thetis Island,-1071607778,0
2907-hidden,Thetis Island,2907-hidden,Thetis Island,-1071607778,0
2908-hidden,Mabel Lake,2908-hidden,Mabel Lake,-1071607778,0
2909-hidden,Victoria,2909-hidden,Victoria,-1071607778,0
2910-hidden,Victoria,2910-hidden,Victoria,-1071607778,0
2911-hidden,Victoria,2911-hidden,Victoria,-1071607778,0
2912-hidden,Victoria,2912-hidden,Victoria,-1071607778,0
2913-hidden,Spallumcheen,2913-hidden,Spallumcheen,-1071607778,0
2914-hidden,Spallumcheen,2914-hidden,Spallumcheen,-1071607778,0
2915-hidden,Nanaimo,2915-hidden,Nanaimo,-1071607778,0
2916-hidden,Nanaimo,2916-hidden,Nanaimo,-1071607778,0
2917-hidden,Nanaimo,2917-hidden,Nanaimo,-1071607778,0
2918-hidden,Victoria,2918-hidden,Victoria,-1071607778,0
2919-hidden,Victoria,2919-hidden,Victoria,-1071607778,0
2926-hidden,Sorrento,2926-hidden,Sorrento,-1071607778,0
2927-hidden,Solsqua,2927-hidden,Solsqua,-1071607778,0
2928-hidden,Falkland,2928-hidden,Falkland,-1071607778,0
2929-hidden,Canoe,2929-hidden,Canoe,-1071607778,0
2930-hidden,Smithers,2930-hidden,Smithers,-1071607778,0
2931-hidden,Smithers,2931-hidden,Smithers,-1071607778,0
2932-hidden,Smithers,2932-hidden,Smithers,-1071607778,0
2933-hidden,Smithers,2933-hidden,Smithers,-1071607778,0
2934-hidden,Smithers,2934-hidden,Smithers,-1071607778,0
2935-hidden,Smithers,2935-hidden,Smithers,-1071607778,0
2936-hidden,Smithers,2936-hidden,Smithers,-1071607778,0
2937-hidden,Smithers,2937-hidden,Smithers,-1071607778,0
3438-hidden,VICTORIA,3438-hidden,VICTORIA,-1071607778,0
3439-hidden,VICTORIA,3439-hidden,VICTORIA,-1071607778,0
3440-hidden,VICTORIA,3440-hidden,VICTORIA,-1071607778,0
3447-hidden,Skidegate,3447-hidden,Skidegate,-1071607778,0
3448-hidden,Skidegate,3448-hidden,Skidegate,-1071607778,0
4515-hidden,Wynndel,4515-hidden,Wynndel,-1071607778,0
4516-hidden,Wynndel,4516-hidden,Wynndel,-1071607778,0
4517-hidden,VICTORIA,4517-hidden,VICTORIA,-1071607778,0
4518-hidden,VICTORIA,4518-hidden,VICTORIA,-1071607778,0
4519-hidden,VICTORIA,4519-hidden,VICTORIA,-1071607778,0
4526-hidden,Creston,4526-hidden,Creston,-1071607778,0
4527-hidden,Fernie,4527-hidden,Fernie,-1071607778,0
4528-hidden,Golden,4528-hidden,Golden,-1071607778,0
4529-hidden,Canal Flats,4529-hidden,Canal Flats,-1071607778,0
4539-hidden,New Westminster,4539-hidden,New Westminster,-1071607778,0
4531-hidden,South Salt Spring Is,4531-hidden,South Salt Spring Is,-1071607778,0
4533-hidden,Surrey,4533-hidden,Surrey,-1071607778,0
4537-hidden,Victoria,4537-hidden,Victoria,-1071607778,0
4538-hidden,Victoria,4538-hidden,Victoria,-1071607778,0
4540-hidden,Vancouver,4540-hidden,Vancouver,-1071607778,0
4541-hidden,New Westminster,4541-hidden,New Westminster,-1071607778,0
4544-hidden,Vancouver,4544-hidden,Vancouver,-1071607778,0
4543-hidden,Vancouver,4543-hidden,Vancouver,-1071607778,0
4545-hidden,Surrey,4545-hidden,Surrey,-1071607778,0
4546-hidden,Surrey,4546-hidden,Surrey,-1071607778,0
4547-hidden,Sparwood, BC,4547-hidden,Sparwood, BC,-1071607778,0
4548-hidden,Creston,4548-hidden,Creston,-1071607778,0
4567-hidden,VICTORIA,4567-hidden,VICTORIA,-1071607778,0
3054-hidden,New Hazelton,3054-hidden,New Hazelton,-1071607778,0
3055-hidden,New Hazelton,3055-hidden,New Hazelton,-1071607778,0
3056-hidden,New Hazelton,3056-hidden,New Hazelton,-1071607778,0
3202-hidden,Victoria,3202-hidden,Victoria,-1071607778,0
3203-hidden,Victoria,3203-hidden,Victoria,-1071607778,0
3206-hidden,Courtenay,3206-hidden,Courtenay,-1071607778,0
3216-hidden,Barriere,3216-hidden,Barriere,-1071607778,0
3226-hidden,VICTORIA,3226-hidden,VICTORIA,-1071607778,0
3227-hidden,VICTORIA,3227-hidden,VICTORIA,-1071607778,0
3228-hidden,VICTORIA,3228-hidden,VICTORIA,-1071607778,0
3229-hidden,VICTORIA,3229-hidden,VICTORIA,-1071607778,0
3230-hidden,VICTORIA,3230-hidden,VICTORIA,-1071607778,0
3231-hidden,VICTORIA,3231-hidden,VICTORIA,-1071607778,0
3232-hidden,VICTORIA,3232-hidden,VICTORIA,-1071607778,0
3233-hidden,VICTORIA,3233-hidden,VICTORIA,-1071607778,0
3234-hidden,VICTORIA,3234-hidden,VICTORIA,-1071607778,0
3235-hidden,VICTORIA,3235-hidden,VICTORIA,-1071607778,0
3236-hidden,VICTORIA,3236-hidden,VICTORIA,-1071607778,0
3237-hidden,VICTORIA,3237-hidden,VICTORIA,-1071607778,0
3238-hidden,VICTORIA,3238-hidden,VICTORIA,-1071607778,0
3239-hidden,VICTORIA,3239-hidden,VICTORIA,-1071607778,0
3680-hidden,Golden,3680-hidden,Golden,-1071607778,0
3681-hidden,Golden,3681-hidden,Golden,-1071607778,0
3682-hidden,N/A,3682-hidden,N/A,-1071607778,0
3318-hidden,Revelstoke,3318-hidden,Revelstoke,-1071607778,0
3319-hidden,Kitchener,3319-hidden,Kitchener,-1071607778,0
3320-hidden,Nelson,3320-hidden,Nelson,-1071607778,0
3321-hidden,Greenwood,3321-hidden,Greenwood,-1071607778,0
3322-hidden,Greenwood,3322-hidden,Greenwood,-1071607778,0
3323-hidden,Greenwood,3323-hidden,Greenwood,-1071607778,0
3324-hidden,Victoria,3324-hidden,Victoria,-1071607778,0
3325-hidden,Greenwood,3325-hidden,Greenwood,-1071607778,0
3326-hidden,Greenwood,3326-hidden,Greenwood,-1071607778,0
3327-hidden,Greenwood,3327-hidden,Greenwood,-1071607778,0
3328-hidden,Greenwood,3328-hidden,Greenwood,-1071607778,0
3329-hidden,Duncan,3329-hidden,Duncan,-1071607778,0
3330-hidden,Duncan,3330-hidden,Duncan,-1071607778,0
3331-hidden,Nelson,3331-hidden,Nelson,-1071607778,0
3332-hidden,Nelson,3332-hidden,Nelson,-1071607778,0
3333-hidden,Nelson,3333-hidden,Nelson,-1071607778,0
3334-hidden,Nelson,3334-hidden,Nelson,-1071607778,0
3336-hidden,Duncan,3336-hidden,Duncan,-1071607778,0
3335-hidden,Creston,3335-hidden,Creston,-1071607778,0
3337-hidden,Duncan,3337-hidden,Duncan,-1071607778,0
3338-hidden,N/A,3338-hidden,N/A,-1071607778,0
3339-hidden,Wynndel,3339-hidden,Wynndel,-1071607778,0
3340-hidden,Creston,3340-hidden,Creston,-1071607778,0
3341-hidden,Montrose,3341-hidden,Montrose,-1071607778,0
3812-hidden,VICTORIA,3812-hidden,VICTORIA,-1071607778,0
3813-hidden,VICTORIA,3813-hidden,VICTORIA,-1071607778,0
3814-hidden,VICTORIA,3814-hidden,VICTORIA,-1071607778,0
3815-hidden,VICTORIA,3815-hidden,VICTORIA,-1071607778,0
3449-hidden,Skidegate,3449-hidden,Skidegate,-1071607778,0
3450-hidden,Skidegate,3450-hidden,Skidegate,-1071607778,0
3451-hidden,Skidegate,3451-hidden,Skidegate,-1071607778,0
3452-hidden,Skidegate,3452-hidden,Skidegate,-1071607778,0
3453-hidden,Skidegate,3453-hidden,Skidegate,-1071607778,0
3454-hidden,Skidegate,3454-hidden,Skidegate,-1071607778,0
3455-hidden,Skidegate,3455-hidden,Skidegate,-1071607778,0
3456-hidden,Skidegate,3456-hidden,Skidegate,-1071607778,0
3457-hidden,Skidegate,3457-hidden,Skidegate,-1071607778,0
3458-hidden,Skidegate,3458-hidden,Skidegate,-1071607778,0
3459-hidden,Skidegate,3459-hidden,Skidegate,-1071607778,0
3460-hidden,Skidegate,3460-hidden,Skidegate,-1071607778,0
3461-hidden,Skidegate,3461-hidden,Skidegate,-1071607778,0
3462-hidden,Skidegate,3462-hidden,Skidegate,-1071607778,0
3463-hidden,Queen Charlotte City,3463-hidden,Queen Charlotte City,-1071607778,0
3464-hidden,Queen Charlotte City,3464-hidden,Queen Charlotte City,-1071607778,0
3465-hidden,Queen Charlotte City,3465-hidden,Queen Charlotte City,-1071607778,0
3466-hidden,Queen Charlotte City,3466-hidden,Queen Charlotte City,-1071607778,0
3467-hidden,Queen Charlotte City,3467-hidden,Queen Charlotte City,-1071607778,0
3468-hidden,Queen Charlotte City,3468-hidden,Queen Charlotte City,-1071607778,0
3469-hidden,Queen Charlotte City,3469-hidden,Queen Charlotte City,-1071607778,0
3470-hidden,Terrace,3470-hidden,Terrace,-1071607778,0
3471-hidden,Terrace,3471-hidden,Terrace,-1071607778,0
3472-hidden,Terrace,3472-hidden,Terrace,-1071607778,0
3473-hidden,Terrace,3473-hidden,Terrace,-1071607778,0
3474-hidden,Terrace,3474-hidden,Terrace,-1071607778,0
3934-hidden,VICTORIA,3934-hidden,VICTORIA,-1071607778,0
3935-hidden,VICTORIA,3935-hidden,VICTORIA,-1071607778,0
3057-hidden,New Hazelton,3057-hidden,New Hazelton,-1071607778,0
3058-hidden,New Hazelton,3058-hidden,New Hazelton,-1071607778,0
3059-hidden,New Hazelton,3059-hidden,New Hazelton,-1071607778,0
3060-hidden,New Hazelton,3060-hidden,New Hazelton,-1071607778,0
3061-hidden,New Hazelton,3061-hidden,New Hazelton,-1071607778,0
3062-hidden,New Hazelton,3062-hidden,New Hazelton,-1071607778,0
3063-hidden,New Hazelton,3063-hidden,New Hazelton,-1071607778,0
3064-hidden,New Hazelton,3064-hidden,New Hazelton,-1071607778,0
3065-hidden,New Hazelton,3065-hidden,New Hazelton,-1071607778,0
3066-hidden,New Hazelton,3066-hidden,New Hazelton,-1071607778,0
3067-hidden,New Hazelton,3067-hidden,New Hazelton,-1071607778,0
3068-hidden,New Hazelton,3068-hidden,New Hazelton,-1071607778,0
3069-hidden,New Hazelton,3069-hidden,New Hazelton,-1071607778,0
